english,hindi
message Jess to bring me a double quarter pounder with cheese from McDonald ' s .,Jess ko message करे की mere लिये मैकडॉनल्ड्स ' s se cheese के साथ double quarter pounder ले आए
Ask Lillian if she is running late .,Lillian se पुचो if she is running late .
Remind me to prepare an event notice for our pool party and to set the date and time .,मुझे pool party के लिये event notice prepare करने मैं और date मैं और time set करने के लिये याद दिलायें .
set alarm for 5 pm tomorrow,कल sham 5 बाजे के लिये alarm set कार्डो
can i wear shorts today,क्या माई ए जे shorts पीहेन sakta hoon
reset timer,timer ko रेसर karo
Display all set up alarms for next week .,Agle हफ़्ता के सभी set किये हुवे एलार्म दिखाओ .
What time does the sun set,क्या time par sun set hoga
Snooze for 5 minutes,5 मिनट के लिये snooze karo
Update my alarm for today .,मेरा आज ka alarm update karo
reset alarm for 4 am,alarm ko 4 am के लिये reset करेन
Things to do in Tampa this weekend,Is weekend ko Tampa me करने के लिये चीज
Set up a weekly reminder for Jaden ' s karate practice starting Saturday at 8 : 00 am ; Remind me 20 minutes before,Jaden के karate practice के लिये weekly reminder set करे starting Saturday at 8 :00 am ; मुझे 20 minute पहले याद दिलाये
What time does the sun set,sun set कितने बाझे होता है
Hit snooze for 5 minutes .,5 मिनट के लिये snooze ko दबयेन
How is the weather today ?,ए जे weather कैसा है ?
"message George , she is here now . Safe and sound .","George ko message karo , she is here now . Safe and sound ."
What message was on last Tuesday to Collene,last Tuesday par Collene ko क्या message दीपक गया tha
What should I expect the traffic to be like in Chicago today,Mujhe आज Chicago me traffic कैसा hone की उम्मीद करनी चाहिए
Is there snow forecast for Christmas,क्या Christmas के लिये snow forecast hoga
play Elvis Presley music please,Elvis Presley music play करे please
Remind me to post the letter tomorrow .,Muje Kal letter post करने के लिये remind कराए
"Traffic situation , please",Please traffic के हलाथ बताइये
Remind me to pick up your gift,Muje gift lene के लिये remind कराए
Change alarm for an hour from now,Abhi se one hour के लिये alarm change करे
What is the precipitation rate for today ?,आज के लिये precipitation rate क्या है ?
how many alarms do I have set for today ?,ए जे के लिये mere पास कितने एलार्म set है ?
Delete the timer,timer ko delete करे
Concerts at Southlake Town Square,Southlake Town Square par Concerts he
Add 20 minutes to the timer .,timer me 20 मिनट add करे
Will it rain tomorrow,क्या कल बारिश होगी
How hot will it get today ?,आज कितनी गरमी होगी ?
Tell Steven that the concert time has changed from 6 to 9 pm .,Steven ko bolo की concert ka time change होगया है from 6 to 9 बजे
Is traffic going to LA bad right now,Kya अभि LA तक jane के लिये traffic ख़राब he
what is the high today,Aaj क्या high he
Skip all songs by Ed Sheeran .,Ed Sheeran के सभी गीत ko skip कार्डो
What ' s the forecast for Lancashire ?,Lancashire के लिये forecast क्या है ?
What are we going to do today ?,Hum आज क्या करने जा रहे he ?
stop alarm,alarm ko stop करे
remind me to take a break in 2 hours,Mujhe do घंटे me break lene के लिये याद दिलाये
